,Date,Close/Last,Volume,Open,High,Low,Gain or Loss,Next Day,SPY Open,SPY High,SPY Low,SPY Close,SPY Adj Close,SPY Volume,SPY Gain or Loss,SPY Next Day,Quarter,Quarter1,Quarter2,Quarter3,Quarter4,Earnings,iPhone,iPad,Mac,Other
691,06/15/2017,144.29,31642900.0,143.32,144.4798,142.21,0.0,0.0,242.68,243.91,242.36,243.77,220.5,66464900.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,06/14/2017,145.16,31454590.0,147.5,147.5,143.84,0.0,0.0,244.86,244.87,243.29,244.24,220.93,78602300.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,06/13/2017,146.59,34089190.0,147.16,147.45,145.15,1.0,0.0,243.98,244.61,243.58,244.55,221.21,60067000.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,06/12/2017,145.42,72187710.0,145.74,146.09,142.51,0.0,1.0,243.13,243.42,242.38,243.36,220.13,86108100.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,06/09/2017,148.98,64782910.0,155.19,155.19,146.02,0.0,0.0,244.09,245.01,241.95,243.41,220.17,132256400.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,06/08/2017,154.99,21144040.0,155.25,155.54,154.4,0.0,0.0,243.77,244.33,243.17,243.78,220.51,65950700.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,06/07/2017,155.37,21017560.0,155.02,155.98,154.48,1.0,0.0,243.6,243.92,242.83,243.66,220.4,54144300.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,06/06/2017,154.45,26591850.0,153.9,155.81,153.78,1.0,1.0,243.34,243.98,243.12,243.21,219.99,50375400.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,06/05/2017,153.93,25277680.0,154.34,154.45,153.46,0.0,1.0,243.97,244.3,243.76,243.99,220.7,44698800.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,06/02/2017,155.45,27715140.0,153.58,155.45,152.89,1.0,0.0,243.42,244.35,243.08,244.17,220.86,88666100.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,06/01/2017,153.18,16383610.0,153.17,153.33,152.22,1.0,1.0,241.97,243.38,241.64,243.36,220.13,68962000.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,05/31/2017,152.76,24452750.0,153.97,154.17,152.38,0.0,1.0,241.84,241.88,240.64,241.44,218.39,91796000.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,05/30/2017,153.67,20118620.0,153.42,154.43,153.33,1.0,0.0,241.34,241.79,241.16,241.5,218.45,35201900.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,05/26/2017,153.61,21895020.0,154.0,154.24,153.31,0.0,1.0,241.54,241.9,241.45,241.71,218.64,46629900.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,05/25/2017,153.87,19217810.0,153.73,154.35,153.03,1.0,0.0,241.2,242.08,240.96,241.76,218.68,64071700.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,05/24/2017,153.34,19201820.0,153.84,154.17,152.67,0.0,1.0,240.32,240.73,239.93,240.61,217.64,46927700.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,05/23/2017,153.8,19906170.0,154.9,154.9,153.31,0.0,0.0,239.95,240.24,239.51,240.05,217.14,48341700.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,05/22/2017,153.99,22930630.0,154.0,154.58,152.91,1.0,0.0,238.9,239.71,238.82,239.52,216.66,61010600.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,05/19/2017,153.06,26892850.0,153.38,153.98,152.63,1.0,1.0,237.33,239.08,237.27,238.31,215.56,115011400.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,05/18/2017,152.54,33520150.0,151.27,153.34,151.13,1.0,1.0,235.73,237.75,235.43,236.77,214.17,107047700.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,05/17/2017,150.25,50674280.0,153.6,154.57,149.71,0.0,1.0,240.08,240.08,235.75,235.82,213.31,172174100.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,05/16/2017,155.47,19994270.0,155.94,156.06,154.72,0.0,0.0,240.64,240.67,239.63,240.08,217.16,51241800.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,05/15/2017,155.7,25912270.0,156.01,156.65,155.05,0.0,0.0,239.47,240.44,239.45,240.3,217.36,61918900.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,05/12/2017,156.1,32493770.0,154.7,156.42,154.67,1.0,0.0,239.09,239.43,238.67,238.98,216.17,53912700.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,05/11/2017,153.95,27236290.0,152.45,154.07,152.31,1.0,1.0,239.35,239.57,238.13,239.38,216.53,62358300.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,05/10/2017,153.26,25779060.0,153.63,153.94,152.11,0.0,1.0,239.39,239.87,239.15,239.87,216.97,54293800.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,05/09/2017,153.99,38907940.0,153.87,154.88,153.45,1.0,0.0,239.96,240.19,239.04,239.44,216.58,51363200.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,05/08/2017,153.01,48670440.0,149.03,153.7,149.03,1.0,1.0,239.75,239.92,239.17,239.66,216.78,48385700.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,05/05/2017,148.96,27254850.0,146.76,148.98,146.76,1.0,1.0,239.19,239.72,238.68,239.7,216.82,62001300.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,05/04/2017,146.53,23345970.0,146.52,147.14,145.81,0.0,1.0,238.83,238.92,237.78,238.76,215.97,61462700.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,05/03/2017,147.06,45579740.0,145.59,147.49,144.27,0.0,0.0,238.77,238.88,237.7,238.48,215.72,73137700.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,05/02/2017,147.51,44182930.0,147.54,148.09,146.84,1.0,0.0,238.84,238.98,238.3,238.77,215.98,57375700.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
723,05/01/2017,146.58,33498270.0,145.1,147.2,144.96,1.0,1.0,238.68,239.17,238.2,238.68,215.9,66882500.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,04/28/2017,143.65,20783460.0,144.09,144.3,143.27,0.0,1.0,238.9,238.93,237.93,238.08,215.35,63532800.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,04/27/2017,143.79,14198660.0,143.923,144.16,143.31,1.0,0.0,238.77,238.95,237.98,238.6,215.82,57410300.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,04/26/2017,143.68,19998050.0,144.47,144.6,143.3762,0.0,1.0,238.51,239.53,238.35,238.4,215.64,84702500.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,04/25/2017,144.53,18325720.0,143.91,144.9,143.87,1.0,0.0,237.91,238.95,237.81,238.55,215.78,76698300.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,04/24/2017,143.64,17117710.0,143.5,143.95,143.18,1.0,1.0,237.18,237.41,234.56,237.17,214.53,119209900.0,1.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,04/21/2017,142.27,17290900.0,142.44,142.68,141.85,0.0,1.0,235.25,235.31,234.13,234.59,212.2,110389800.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,04/20/2017,142.44,23294040.0,141.22,142.92,141.16,1.0,0.0,234.15,235.85,233.78,235.34,212.87,92572200.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,04/19/2017,140.68,17302160.0,141.88,142.0,140.45,0.0,1.0,234.52,234.95,233.18,233.44,211.16,68699900.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,04/18/2017,141.2,14676420.0,141.41,142.04,141.11,0.0,0.0,233.72,234.49,233.08,233.87,211.55,83225800.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,04/17/2017,141.83,16529130.0,141.48,141.88,140.87,1.0,0.0,233.11,234.57,232.88,234.57,212.18,68405400.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,04/13/2017,141.05,17775510.0,141.91,142.38,141.05,0.0,1.0,233.64,234.49,232.51,232.51,210.32,92880400.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,04/12/2017,141.8,20320420.0,141.6,142.15,141.01,1.0,0.0,234.74,234.96,233.77,234.03,211.69,81864400.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,04/11/2017,141.63,30341520.0,142.94,143.35,140.06,0.0,1.0,234.9,235.18,233.34,235.06,212.62,88045300.0,0.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,04/10/2017,143.17,18904680.0,143.6,143.8792,142.9,0.0,0.0,235.36,236.26,234.73,235.34,212.87,67615300.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,04/07/2017,143.34,16658660.0,143.73,144.18,143.27,0.0,0.0,235.15,236.0,234.64,235.2,212.75,74412300.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,04/06/2017,143.66,21131040.0,144.29,144.52,143.45,0.0,0.0,234.94,236.04,234.43,235.44,212.97,69135800.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,04/05/2017,144.02,27649500.0,144.22,145.46,143.81,0.0,0.0,236.26,237.39,234.54,234.78,212.37,108800600.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,04/04/2017,144.77,19865300.0,143.25,144.89,143.17,1.0,0.0,235,235.58,234.56,235.48,213.0,56466200.0,1.0,0.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,04/03/2017,143.7,19970040.0,143.71,144.12,143.05,1.0,1.0,235.8,236.03,233.91,235.33,212.87,85546500.0,0.0,1.0,2017Q2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,03/31/2017,143.66,19576480.0,143.72,144.27,143.01,0.0,1.0,235.9,236.51,235.68,235.74,213.24,73733100.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,03/30/2017,143.93,21189000.0,144.19,144.5,143.5,0.0,0.0,235.47,236.52,235.27,236.29,213.73,56737900.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,03/29/2017,144.12,29174040.0,143.68,144.49,143.19,1.0,0.0,234.99,235.81,234.73,235.54,213.06,61950400.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,03/28/2017,143.8,33348400.0,140.91,144.04,140.62,1.0,1.0,233.27,235.81,233.14,235.32,212.86,93483900.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,03/27/2017,140.88,23531670.0,139.39,141.22,138.62,1.0,1.0,231.93,233.92,231.61,233.62,211.32,87454500.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,03/24/2017,140.64,22355140.0,141.5,141.74,140.35,0.0,1.0,234.38,235.04,232.96,233.86,211.54,112504900.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,03/23/2017,140.92,20299310.0,141.26,141.5844,140.61,0.0,0.0,234.28,235.34,233.6,234.03,211.69,100410300.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,03/22/2017,141.42,25804820.0,139.845,141.6,139.76,1.0,0.0,233.77,234.61,233.05,234.28,211.92,97569200.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,03/21/2017,139.84,39461130.0,142.11,142.8,139.73,0.0,1.0,237.47,237.61,233.58,233.73,211.42,131809300.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,03/20/2017,141.46,21258100.0,140.4,141.5,140.23,1.0,0.0,237.03,237.36,236.32,236.77,214.17,52537000.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,03/17/2017,139.99,43700570.0,141.0,141.0,139.89,0.0,1.0,237.75,237.97,237.03,237.03,214.4,89002100.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,03/16/2017,140.69,19173780.0,140.72,141.02,140.26,1.0,0.0,239.11,239.2,238.1,238.48,214.78,78344000.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,03/15/2017,140.46,25676720.0,139.41,140.7501,139.025,1.0,1.0,237.56,239.44,237.29,238.95,215.2,96081800.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,03/14/2017,138.99,15281850.0,139.3,139.65,138.84,0.0,1.0,237.18,237.24,236.19,236.9,213.36,59880800.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,03/13/2017,139.2,17048800.0,138.85,139.43,138.82,1.0,0.0,237.62,237.86,237.24,237.81,214.18,57256800.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,03/10/2017,139.14,19578920.0,139.25,139.3571,138.64,1.0,1.0,237.97,238.02,236.59,237.69,214.07,81991700.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,03/09/2017,138.68,22117750.0,138.74,138.79,137.05,0.0,1.0,236.7,237.24,235.74,236.86,213.32,90683900.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,03/08/2017,139.0,18695500.0,138.95,139.8,138.82,0.0,0.0,237.34,237.64,236.4,236.56,213.05,78168800.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,03/07/2017,139.52,17439210.0,139.06,139.98,138.79,1.0,0.0,237.36,237.77,236.76,237.0,213.45,65103700.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,03/06/2017,139.34,21229890.0,139.365,139.77,138.5959,0.0,1.0,237.5,238.12,237.01,237.71,214.09,55391500.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,03/03/2017,139.78,21555370.0,138.78,139.83,138.59,1.0,0.0,238.17,238.61,237.73,238.42,214.73,81974300.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,03/02/2017,138.96,26170690.0,140.0,140.2786,138.76,0.0,1.0,239.56,239.57,238.21,238.27,214.59,70246000.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,03/01/2017,139.79,36362440.0,137.89,140.15,137.595,1.0,0.0,238.39,240.32,238.37,239.78,215.95,149158200.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,02/28/2017,136.99,23446340.0,137.08,137.435,136.7,1.0,1.0,236.67,236.95,236.02,236.47,212.97,96961900.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,02/27/2017,136.93,20222210.0,137.14,137.435,136.28,1.0,1.0,236.64,237.31,236.35,237.11,213.55,56515400.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,02/24/2017,136.66,21754600.0,135.91,136.66,135.28,1.0,1.0,235.46,236.79,235.41,236.74,213.21,82381600.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,02/23/2017,136.53,20762360.0,137.38,137.48,136.3,0.0,1.0,236.88,236.9,235.56,236.44,212.94,74615900.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,02/22/2017,137.11,20769030.0,136.43,137.12,136.11,1.0,0.0,236.02,236.54,235.83,236.28,212.8,62115200.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,02/21/2017,136.7,24487200.0,136.23,136.75,135.98,1.0,1.0,235.52,236.69,235.51,236.49,212.99,88946100.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,02/17/2017,135.72,22163280.0,135.1,135.83,135.1,1.0,1.0,233.95,235.09,233.93,235.09,211.73,77204100.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,02/16/2017,135.345,22539860.0,135.67,135.9,134.8398,0.0,1.0,234.95,235.16,233.85,234.72,211.39,84722400.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,02/15/2017,135.51,35578640.0,135.52,136.27,134.62,1.0,0.0,233.45,235.14,233.39,234.92,211.57,86785800.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,02/14/2017,135.02,33054500.0,133.47,135.09,133.25,1.0,1.0,232.56,233.71,232.16,233.7,210.48,71109000.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,02/13/2017,133.29,22989980.0,133.08,133.82,132.75,1.0,1.0,232.08,233.07,232.05,232.77,209.64,55182100.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,02/10/2017,132.12,20046250.0,132.46,132.94,132.05,0.0,1.0,231,231.77,230.62,231.51,208.5,66015900.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,02/09/2017,132.42,28321440.0,131.65,132.445,131.12,1.0,0.0,229.24,230.95,229.24,230.6,207.68,65955200.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,02/08/2017,132.04,22941650.0,131.35,132.22,131.22,1.0,1.0,228.94,229.39,228.31,229.24,206.46,51566200.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,02/07/2017,131.53,38158410.0,130.54,132.09,130.45,1.0,1.0,229.38,229.66,228.72,228.94,206.19,57931200.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,02/06/2017,130.29,26784530.0,129.13,130.5,128.9,1.0,1.0,228.87,229.33,228.54,228.93,206.18,57790100.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,02/03/2017,129.08,24460160.0,128.31,129.19,128.16,1.0,1.0,228.82,229.55,228.46,229.34,206.55,80563200.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,02/02/2017,128.53,33671250.0,127.975,129.39,127.78,0.0,1.0,227.62,228.1,226.82,227.77,205.14,69657600.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,02/01/2017,128.75,111837300.0,127.03,130.49,127.01,1.0,0.0,227.53,228.59,226.94,227.62,205.0,79117700.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,01/31/2017,121.35,47767760.0,121.15,121.39,120.62,0.0,1.0,226.98,227.6,226.32,227.53,204.92,75880800.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
787,01/30/2017,121.63,30327110.0,120.93,121.63,120.66,0.0,0.0,228.17,228.2,226.41,227.55,204.94,79737300.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,01/27/2017,121.95,20495340.0,122.14,122.35,121.6,1.0,0.0,229.42,229.59,228.76,228.97,206.22,59711100.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,01/26/2017,121.94,26320740.0,121.67,122.44,121.6,1.0,1.0,229.4,229.71,229.01,229.33,206.54,59970700.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,01/25/2017,121.88,32417410.0,120.42,122.1,120.28,1.0,1.0,228.7,229.57,228.51,229.57,206.76,84437700.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,01/24/2017,119.97,23191150.0,119.55,120.1,119.5,0.0,1.0,226.4,228.08,226.27,227.6,204.98,95555300.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,01/23/2017,120.08,21982000.0,120.0,120.81,119.77,1.0,0.0,226.74,226.81,225.27,226.15,203.68,75061600.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,01/20/2017,120.0,29922650.0,120.45,120.45,119.7346,1.0,1.0,226.7,227.31,225.97,226.74,204.21,129168600.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,01/19/2017,119.78,25554290.0,119.4,120.09,119.37,0.0,1.0,226.84,227.0,225.41,225.91,203.46,66608800.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,01/18/2017,119.99,23687350.0,120.0,120.5,119.71,0.0,0.0,226.54,226.8,225.9,226.75,204.22,54793300.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,01/17/2017,120.0,34412090.0,118.34,120.24,118.22,1.0,0.0,226.31,226.78,225.8,226.25,203.77,61240800.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,01/13/2017,119.04,26083030.0,119.11,119.62,118.81,0.0,1.0,226.73,227.4,226.69,227.05,204.49,62717900.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,01/12/2017,119.25,27057550.0,118.895,119.3,118.21,0.0,0.0,226.5,226.75,224.96,226.53,204.02,72113200.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,01/11/2017,119.75,27453130.0,118.74,119.93,118.6,1.0,0.0,226.36,227.1,225.59,227.1,204.53,74650000.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,01/10/2017,119.11,24432660.0,118.77,119.38,118.3,1.0,1.0,226.48,227.45,226.01,226.46,203.96,63771900.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,01/09/2017,118.99,33420290.0,117.95,119.43,117.94,1.0,1.0,226.91,227.07,226.42,226.46,203.96,46939700.0,0.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,01/06/2017,117.91,31714820.0,116.78,118.16,116.47,1.0,1.0,226.53,227.75,225.9,227.21,204.63,71559900.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,01/05/2017,116.61,22115100.0,115.92,116.8642,115.81,1.0,1.0,226.27,226.58,225.48,226.4,203.9,78379000.0,0.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,01/04/2017,116.02,21081620.0,115.85,116.51,115.75,0.0,1.0,225.62,226.75,225.61,226.58,204.06,78744400.0,1.0,0.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,01/03/2017,116.15,28769220.0,115.8,116.33,114.76,1.0,0.0,225.04,225.83,223.88,225.24,202.86,91366500.0,1.0,1.0,2017Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,12/30/2016,115.82,30555900.0,116.65,117.2,115.43,0.0,1.0,224.73,224.83,222.73,223.53,201.32,108998300.0,0.0,1.0,2016Q4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
807,12/29/2016,116.73,14979680.0,116.45,117.1095,116.4,0.0,0.0,224.48,224.89,223.84,224.35,202.05,48696100.0,0.0,0.0,2016Q4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
808,12/28/2016,116.76,20686510.0,117.52,118.0166,116.2,0.0,0.0,226.57,226.59,224.27,224.4,202.1,64095000.0,0.0,0.0,2016Q4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
809,12/27/2016,117.26,18131970.0,116.52,117.8,116.49,1.0,0.0,226.02,226.73,226.0,226.27,203.78,42672500.0,1.0,0.0,2016Q4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
810,12/23/2016,116.52,14244050.0,115.59,116.52,115.59,1.0,1.0,225.43,225.72,225.21,225.71,203.28,36697800.0,1.0,1.0,2016Q4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
811,12/22/2016,116.29,26043820.0,116.35,116.51,115.64,0.0,1.0,225.6,225.74,224.92,225.38,202.98,56219100.0,0.0,1.0,2016Q4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
