,Date,Close/Last,Volume,Open,High,Low,Gain or Loss,Next Day,SPY Open,SPY High,SPY Low,SPY Close,SPY Adj Close,SPY Volume,SPY Gain or Loss,SPY Next Day,Quarter,Quarter1,Quarter2,Quarter3,Quarter4,Earnings,iPhone,iPad,Mac,Other
16,02/05/2020,321.45,29706720.0,323.52,324.76,318.95,1.0,1.0,332.27,333.09,330.67,332.86,317.31,65951100.0,1.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,02/04/2020,318.85,34154130.0,315.31,319.64,313.6345,1.0,1.0,328.07,330.01,327.72,329.06,313.69,62573200.0,1.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,02/03/2020,308.66,43496400.0,304.3,313.49,302.22,0.0,1.0,323.35,326.16,323.22,324.12,308.98,69083000.0,1.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,01/31/2020,309.51,49897100.0,320.93,322.68,308.29,0.0,0.0,327,327.17,320.73,321.73,306.7,113845600.0,0.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,01/30/2020,323.87,31685810.0,320.544,324.09,318.75,0.0,0.0,324.36,327.91,323.54,327.68,312.37,75491800.0,1.0,0.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,01/29/2020,324.34,54149930.0,324.45,327.85,321.38,1.0,0.0,328.38,328.63,326.4,326.62,311.36,53888900.0,0.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,01/28/2020,317.69,40558490.0,312.6,318.4,312.19,1.0,1.0,325.06,327.85,323.6,326.89,311.62,63834000.0,1.0,0.0,2020Q1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,01/27/2020,308.95,40485010.0,310.06,311.77,304.88,0.0,1.0,323.03,325.12,322.66,323.5,308.39,84062500.0,0.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,01/24/2020,318.31,36634380.0,320.25,323.33,317.5188,0.0,0.0,332.44,332.53,327.36,328.77,313.41,87578400.0,0.0,0.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,01/23/2020,319.23,26117990.0,317.92,319.56,315.65,1.0,0.0,330.63,332.17,329.41,331.72,316.23,51963000.0,1.0,0.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,01/22/2020,317.7,25458120.0,318.58,319.99,317.31,1.0,1.0,332.24,332.95,331.17,331.34,315.86,48914900.0,1.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,01/21/2020,316.57,27710810.0,317.19,319.02,316.0,0.0,1.0,330.9,332.18,330.82,331.3,315.82,77742400.0,0.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,01/17/2020,318.73,34454120.0,316.27,318.74,315.0,1.0,0.0,331.7,332.18,330.85,331.95,316.44,95846000.0,1.0,0.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,01/16/2020,315.24,27207250.0,313.59,315.7,312.09,1.0,1.0,329.7,330.92,329.45,330.92,315.46,54050300.0,1.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,01/15/2020,311.34,30480880.0,311.85,315.5,309.55,0.0,1.0,327.35,329.02,327.26,328.19,312.86,72056600.0,1.0,1.0,2020Q1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
